concept_id,concept_name,domain_id,vocabulary_id,standard_concept,condition,cohort_name,cohort_label,cohort_domain
37108888,Macular edema of retina of right eye,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37108889,Macular edema of retina of left eye,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37108959,Edema of optic disc of right eye,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37110554,Physical angioedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37110576,Edema of soft tissue due to increased capillary pressure,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37117079,Edema of optic disc of left eye,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207425,Mild generalized edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207426,Moderate generalized edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207427,Severe generalized edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207850,Pseudopapilledema of right eye,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207887,Conjunctival edema of right eye,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207910,Pseudopapilledema of left eye,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207947,Conjunctival edema of left eye,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207959,Edema of right upper eyelid,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207960,Edema of left upper eyelid,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207971,Bilateral pseudopapilledema of eyes,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37207994,Bilateral conjunctival edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37208020,Bilateral periorbital edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37209358,Edema of bilateral eyelids,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311245,Bilateral upper limb edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311246,Edema of right upper limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311247,Edema of left upper limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311248,Edema of right lower limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311249,Edema of left lower limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311250,Bilateral lower limb edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311251,Edema of right lower leg,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311252,Edema of left lower leg,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311855,Bilateral upper arm edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311856,Edema of right upper arm,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311857,Edema of left upper arm,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311858,Bilateral lower leg edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
37311894,Pitting edema of lip,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40480099,Edema of upper arm,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40480101,Edema of calf,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40480159,Edema of chest wall,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40480516,Orbital edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40481037,Edema of palm of hand,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40481124,Edema of back,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40481573,Edema of all toes,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40481932,Edema of shoulder,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40481968,Edema of sole of foot,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40482015,Soft nonpitting edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
40482052,Edema of face,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
